index,order_id,order_date,status,fulfilment,sales_channel,service_level,Style,SKU,category,Size,ASIN,"Courier Status",Qty,currency,Amount,ship-city,ship-state,ship-postal-code,ship-country,promotion-ids,B2B,fulfilled-by,"Unnamed: 22"
502,404-8364446-3952321,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,J0157,J0157-DR-S,"Western Dress",S,B0982ZDZ8K,Shipped,1,INR,588,VISAKHAPATNAM,"ANDHRA PRADESH",530016,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
504,408-2058872-0942730,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,JNE2265,JNE2265-KR-501-S,kurta,S,B07HWXNLNB,Shipped,1,INR,329,VISAKHAPATNAM,"ANDHRA PRADESH",531173,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
505,408-2058872-0942730,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,JNE3401,JNE3401-KR-M,kurta,M,B082W6ZQSV,Shipped,1,INR,259,VISAKHAPATNAM,"ANDHRA PRADESH",531173,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
506,404-5141245-7726736,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,JNE3787,JNE3787-KR-XXL,kurta,XXL,B09RKBXH45,Shipped,1,INR,487,MADHURAWADA,"ANDHRA PRADESH",530048,IN,,False,,
507,405-5489495-6651552,2022-04-30,"Shipped - Delivered to Buyer",Merchant,Amazon.in,Standard,SET332,SET332-KR-PP-L,Set,L,B09NQ39KJ6,Shipped,1,INR,549,ALMORA,UTTARAKHAND,263601,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,"Easy Ship",
508,171-6816175-3049154,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,SET345,SET345-KR-NP-XL,Set,XL,B09KXWW582,Shipped,1,INR,626,PRODDATUR,"ANDHRA PRADESH",516360,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
510,402-1721558-6618710,2022-04-30,Cancelled,Merchant,Amazon.in,Standard,J0373,J0373-KR-M,kurta,M,B09KXR4JZB,,0,INR,570.48,WARANGAL,TELANGANA,506330,IN,,False,"Easy Ship",
511,406-2138801-8731538,2022-04-30,"Shipped - Delivered to Buyer",Merchant,Amazon.in,Standard,JNE3449,JNE3449-KR-XXXL,kurta,3XL,B08CBC2J5H,Shipped,1,INR,319,CHENNAI,"TAMIL NADU",600089,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-SL3Y2YRMAUNFC,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant AAT-TNYBHEAO7HOHO,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4,Amazon PLCC Free-Financing Universal Merchant AAT-QMFZ3M7T5NPDS,Amazon PLCC Free-Financing Universal Merchant #MP-pmilan-1601980554292",False,"Easy Ship",
512,407-1271803-1705135,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,J0118,J0118-TP-XXXL,Top,3XL,B08N43MK22,Shipped,1,INR,518,FAIZABAD,"UTTAR PRADESH",224001,IN,,False,,
513,408-0666162-2209142,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,J0006,J0006-SET-L,"Ethnic Dress",L,B0894YJNT9,Shipped,1,INR,899,BHIWADI,RAJASTHAN,301019,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
514,404-8344681-3468344,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,J0335,J0335-DR-XL,"Western Dress",XL,B09831P2JC,Shipped,1,INR,807,NOIDA,"UTTAR PRADESH",201301,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
515,405-5365766-8023559,2022-04-30,"Shipped - Delivered to Buyer",Merchant,Amazon.in,Standard,J0301,J0301-TP-M,Top,M,B099S9DTR2,Shipped,1,INR,463,WARANGAL,TELANGANA,506001,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4,Amazon PLCC Free-Financing Universal Merchant #MP-pmilan-1601980554292",False,"Easy Ship",
516,405-2729845-2846741,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,SET228,SET228-KR-PP-A-XXXL,Set,3XL,B09HMVYKV8,Shipped,1,INR,653,BANGALORE,KARNATAKA,560078,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
517,407-7312276-7007540,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,J0012,J0012-SKD-M,Set,M,B0894XYMWS,Shipped,1,INR,1140,"NEW DELHI",DELHI,110085,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
519,407-7361111-8973957,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,SET388,SET388-KR-NP-S,Set,S,B09QJNMFVK,Shipped,1,INR,1260,ALLAHABAD,"UTTAR PRADESH",211002,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
520,406-2349830-7633129,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,SET333,SET333-KR-DPT-XL,Set,XL,B09RKFZ1KH,Shipped,1,INR,909,WARANGAL,TELANGANA,506009,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
522,404-5682813-1706729,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,SET172,SET172-KR-PP-B-M,Set,M,B0822V3NH7,Shipped,1,INR,968,"NEW DELHI",DELHI,110030,IN,,False,,
523,171-0355946-6502712,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,SET268,SET268-KR-NP-XL,Set,XL,B08XQBF1G4,Shipped,1,INR,788,NASHIK,MAHARASHTRA,422101,IN,,False,,
524,405-5141255-1451535,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,JNE3800,JNE3800-KR-M,"Western Dress",M,B09SDXQ3X9,Shipped,1,INR,771,Malda,"WEST BENGAL",732103,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
525,402-4712282-7084353,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,JNE3405,JNE3405-KR-XXXL,kurta,3XL,B081WZ4T3V,Shipped,1,INR,399,KALYAN,MAHARASHTRA,421301,IN,,False,,
526,408-4929717-0247504,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,SET319,SET319-KR-NP-XL,Set,XL,B09KXVPJ7M,Shipped,1,INR,888,VISAKHAPATNAM,"ANDHRA PRADESH",530047,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
527,408-4929717-0247504,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,SET378,SET378-KR-NP-XS,Set,XS,B09RKFQBBZ,Shipped,1,INR,1221,VISAKHAPATNAM,"ANDHRA PRADESH",530047,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
528,407-0903946-2097158,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,JNE3405,JNE3405-KR-XL,kurta,XL,B081WT6GG7,Shipped,1,INR,399,KOLLAM,KERALA,690521,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
529,403-3362230-0094739,2022-04-30,"Shipped - Delivered to Buyer",Merchant,Amazon.in,Standard,JNE3368,JNE3368-KR-XXXL,kurta,3XL,B0828PD16L,Shipped,1,INR,471,BENGALURU,KARNATAKA,560021,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-SL3Y2YRMAUNFC,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant AAT-TNYBHEAO7HOHO,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4,Amazon PLCC Free-Financing Universal Merchant AAT-QMFZ3M7T5NPDS,Amazon PLCC Free-Financing Universal Merchant #MP-pmilan-1601980554292",False,"Easy Ship",
530,404-2227887-7441969,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,SET233,SET233-KR-PP-L,Set,L,B08MXF6MZF,Shipped,1,INR,545,MUMBAI,MAHARASHTRA,400042,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
531,407-8016372-7101131,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,SET344,SET344-KR-NP-S,Set,S,B09QJ4TZR6,Shipped,1,INR,968,ALLAHABAD,"UTTAR PRADESH",211002,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
532,407-2520173-9985116,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,MEN5002,MEN5002-KR-M,kurta,M,B08YZ4WLT3,Shipped,1,INR,499,SURAT,Gujarat,395007,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
533,407-3257788-4892350,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,JNE3405,JNE3405-KR-L,kurta,L,B081WSCKPQ,Shipped,1,INR,399,GUNTUR,"ANDHRA PRADESH",522614,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
534,408-7201398-0382766,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,JNE3405,JNE3405-KR-XL,kurta,XL,B081WT6GG7,Shipped,1,INR,399,AHMEDABAD,Gujarat,380058,IN,,False,,
536,408-6235816-9261123,2022-04-30,Cancelled,Amazon,Amazon.in,Expedited,JNE3368,JNE3368-KR-XXL,kurta,XXL,B081WSWWL7,Unshipped,1,INR,471,BENGALURU,KARNATAKA,560043,IN,,False,,
537,408-5823964-2421167,2022-04-30,Cancelled,Merchant,Amazon.in,Standard,JNE3718,JNE3718-KR-XXL,kurta,XXL,B099NMS4LL,,0,INR,386.67,BENGALURU,KARNATAKA,560043,IN,,False,"Easy Ship",
538,408-2752424-0976355,2022-04-30,Cancelled,Merchant,Amazon.in,Standard,MEN5006,MEN5006-KR-XXL,kurta,XXL,B08YYTB4R3,,0,INR,452.38,PATNA,BIHAR,800026,IN,,False,"Easy Ship",
539,408-1221783-1443515,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,J0230,J0230-SKD-L,Set,L,B08XNDL1DL,Shipped,1,INR,1112,Pune,MAHARASHTRA,411033,IN,,False,,
541,406-6993846-8855562,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,SET363,SET363-KR-NP-XL,Set,XL,B09TH6N96L,Shipped,1,INR,1338,ROORKEE,UTTARAKHAND,247667,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
542,405-5018129-4536368,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,JNE3794,JNE3794-KR-XXXL,kurta,3XL,B09HMHM56Y,Shipped,1,INR,517,MANGALURU,KARNATAKA,575006,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
543,406-3787864-1268330,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,JNE3721,JNE3721-KR-XL,kurta,XL,B099FDMD6T,Shipped,1,INR,329,NAGPUR,MAHARASHTRA,440006,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
544,171-8504713-0689107,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,JNE3797,JNE3797-KR-L,"Western Dress",L,B09SDXFFQ1,Shipped,1,INR,725,NOIDA,"UTTAR PRADESH",201301,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
545,402-9564773-1029157,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,JNE3461,JNE3461-KR-XXL,kurta,XXL,B08B3XF5MH,Shipped,1,INR,363,JAIPUR,RAJASTHAN,303905,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
546,405-4930362-9342759,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,SET345,SET345-KR-NP-L,Set,L,B09KXT4VG7,Shipped,1,INR,666,Golabandha,ODISHA,761002,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
548,404-7724638-9574745,2022-04-30,Cancelled,Amazon,Amazon.in,Expedited,J0157,J0157-DR-S,"Western Dress",S,B0982ZDZ8K,Unshipped,1,INR,588,VISAKHAPATNAM,"ANDHRA PRADESH",530016,IN,,False,,
549,408-9182064-6638723,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,SET203,SET203-KR-DPT-S,Set,S,B08MYT94FH,Shipped,1,INR,449,CHENNAI,"TAMIL NADU",600089,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
550,171-9163388-0505130,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,SET098,SET098-KR-PP-XL,Set,XL,B07X3N4X66,Shipped,1,INR,696,BHATPARA,"WEST BENGAL",743127,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
551,171-4737030-9245958,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,JNE3614,JNE3614-KR-M,kurta,M,B09811QMHB,Shipped,1,INR,459,Palampur,"HIMACHAL PRADESH",176092,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
552,402-3889665-2309117,2022-04-30,"Shipped - Delivered to Buyer",Merchant,Amazon.in,Standard,J0201,J0201-TP-L,Top,L,B0965LLRJW,Shipped,1,INR,625,PUNE,MAHARASHTRA,411001,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-CXNSLNBROFDW4,Amazon PLCC Free-Financing Universal Merchant AAT-WSJLDN3X7KEMO,Amazon PLCC Free-Financing Universal Merchant AAT-VL6FGQVGQVXUS,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-XVPICCHRWDCAI,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,"Easy Ship",
553,404-0489249-5004350,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,J0003,J0003-SET-XXXL,Set,3XL,B0894Y3VBB,Shipped,1,INR,654,KANPUR,"UTTAR PRADESH",208017,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
554,402-5795462-7785129,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,JNE3405,JNE3405-KR-XL,kurta,XL,B081WT6GG7,Shipped,1,INR,399,MUMBAI,MAHARASHTRA,400074,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
555,402-1771710-8988341,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,SET201,SET201-KR-NP-A-XXL,Set,XXL,B08L93NLLX,Shipped,1,INR,595,CHENNAI,"TAMIL NADU",600128,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
556,407-8782240-5186712,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,SET324,SET324-KR-NP-L,Set,L,B09NQ44RNV,Shipped,1,INR,597,NASHIK,MAHARASHTRA,422101,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
557,406-1146171-5116306,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,NW030,NW030-TP-PJ-XXL,Set,XXL,B09G2R8XLM,Shipped,1,INR,582,"NEW DELHI",DELHI,110058,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
558,405-4454054-5598720,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,SET273,SET273-KR-NP-XXXL,Set,3XL,B094FR18C5,Shipped,1,INR,612,MUMBAI,MAHARASHTRA,400042,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
559,405-0904566-9930731,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,J0003,J0003-SET-M,Set,M,B0894XH3LN,Shipped,1,INR,654,"GREATER NOIDA","UTTAR PRADESH",201308,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
560,405-2826187-6916328,2022-04-30,"Shipped - Delivered to Buyer",Merchant,Amazon.in,Standard,JNE3690,JNE3690-TU-L,Top,L,B094FKG8H7,Shipped,1,INR,518,"NEW DELHI",DELHI,110075,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-SL3Y2YRMAUNFC,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-CXNSLNBROFDW4,Amazon PLCC Free-Financing Universal Merchant AAT-WSJLDN3X7KEMO,Amazon PLCC Free-Financing Universal Merchant AAT-VL6FGQVGQVXUS,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-XVPICCHRWDCAI,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,"Easy Ship",
561,404-5926144-0737167,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,J0247,J0247-SKD-S,Set,S,B09KXTGM1Y,Shipped,1,INR,820,"PICHHORE SHIVPURI DISTRICT","MADHYA PRADESH",473995,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
562,407-0010438-9058746,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,SET347,SET347-KR-NP-XXXL,Set,3XL,B09RKF5R8S,Shipped,1,INR,801,LUCKNOW,"UTTAR PRADESH",226025,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
564,171-6907664-7672347,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,JNE3405,JNE3405-KR-XL,kurta,XL,B081WT6GG7,Shipped,1,INR,399,MUMBAI,MAHARASHTRA,400098,IN,,False,,
565,404-0072596-3665116,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,J0342,J0342-TP-L,Top,L,B099S9MMY4,Shipped,1,INR,540,THIRUVANANTHAPURAM,KERALA,695005,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
566,406-8833813-9606757,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,SET363,SET363-KR-NP-L,Set,L,B09TH68L97,Shipped,1,INR,1338,MAVELIKKARA,KERALA,690107,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
567,408-3892272-6235562,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,J0342,J0342-TP-M,Top,M,B099S91TCS,Shipped,1,INR,540,KOLKATA,"WEST BENGAL",700022,IN,"IN Core Free Shipping 2015/04/08 23-48-5-108",False,,
568,171-9584070-4172351,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,J0198,J0198-TP-XXXL,Top,3XL,B0986XCKXN,Shipped,1,INR,625,HYDERABAD,TELANGANA,500032,IN,,False,,
